,X,Y,age_group
0,-0.441607508891,-0.85401256195,young
1,0.310024340169,0.141183009197,young
2,0.356240392898,-0.1646481782,young
3,0.459666118509,-0.167845689119,young
4,-0.352786920525,-0.544372617719,young
5,1.00505523271,-0.676232373325,young
6,-0.399132185279,-0.520626382638,young
7,0.184423381192,0.621080191976,young
8,-0.79144775443,0.108403732886,young
9,0.27282641821,-0.26796502279,young
10,-0.518763878057,0.641994343895,young
11,0.699218166695,0.535013367278,young
12,-1.07834397316,-0.255986974925,young
13,-0.173004820878,-0.781845167618,young
14,-0.58097148914,0.178501345997,young
15,0.803514418754,-0.291534450066,young
0,-0.51536232518,-0.697684859704,mid
1,-0.0298915719966,-0.764012571853,mid
2,-0.810211843562,0.171014861672,mid
3,-0.533156228556,-0.018701281645,mid
4,0.448284895123,-0.559735631967,mid
5,0.876487914669,0.0865231953925,mid
6,0.446986980545,-0.815428304602,mid
7,-0.187232252857,0.328709622185,mid
8,1.18828385791,-0.218070291242,mid
9,0.115444762342,0.734962694753,mid
10,0.458572922109,0.0772600199407,mid
11,-0.267227505277,-0.0651595393171,mid
12,-0.844124309323,-1.00126245975,mid
13,-0.256389207077,-0.322620263062,mid
14,0.193841197547,1.22015853657,mid
15,-0.811268587722,0.573455098485,mid
0,0.820211780247,0.815733412893,old
1,-1.75145307377,0.132634185173,old
2,1.06828294491,-0.154287008721,old
3,0.213531995136,0.0401771531808,old
4,-1.1154098711,-0.00581100382156,old
5,-1.064107124,0.919142558986,old
6,-0.631738100382,0.0998591207244,old
7,0.113731180999,2.01689069336,old
8,-0.236853588306,0.80645600904,old
9,0.665034476369,1.3773515568,old
10,-1.50928884754,0.312895162353,old
11,-0.0749129284415,-0.424966602053,old
12,1.00701948685,1.08581355046,old
13,-0.767034797924,0.670635002061,old
14,-0.978744840828,-0.323391584471,old
15,-0.236539915352,0.901170681046,old
